Restaurant	Note	Prix	Cuisine	Service	Avis	URL
L'Entrecôte	4.0	Positive	Positive	Positive	A tort ce n'est pas le restaurant ou nous allons volontiers , car les restaurants de chaine n'ont pas notre préférence , pourtant il faut bien reconnaitre que cet établissement a réussi a nous faire oublier notre a priori , car nous avons bien aimé. La formule est simple mais les produits sont qualitatifs , les prix corrects et le service attentif et diligent . De plus les nappes et serviettes en tissu , les vins en bouteille au choix restreint mais a prix doux , et le cadre original et chaleureux ont su conforter notre enthousiasme . Nous avons déjeuner un dimanche ou le restaurant était saturé , et bien notre serveuse a été efficace et souriante, et nous avons jamais attendu .Merci Yu Li . Une bonne adresse , nous y reviendrons.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or165-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	Nous avons mangé une fondue moitié moitié aux cèpes, c’était tout simplement incroyablement bon ! En plus de s’être régalé, le service était parfait. Des serveurs aux petits soins et très sympathiques. On a passé un très bon moment. Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r968362340-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	4.0	Positive	Positive	Positive	C'est bon, produits qualitatifs et prix correct.  L'accueil et le service également bien. Penser à réserver car vite complet Bonne adresse à retenir	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r743248639-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Une Semaine sur Deux - Grenoble	5.0	NE	Positive	NE	Super expérience dans ce restaurant dont certains amis nous ont conseillé.Plats très bons et ambiance conviviale. Je recommande	https://www.tripadvisor.fr/ShowUserReviews-g187264-d3580943-r930921007-Une_Semaine_sur_Deux-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	5.0	NE	Positive	NE	Une cuisine travaillée et de saison, c’était excellent ! Nous reviendrons en été profiter de la terrasse !	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r658847015-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	5.0	Positive	Positive	Positive	Beau restaurant avec vue panoramique même depuis l'intérieur.  Propositions variées à la carte.  Les plats sont préparés avec respect du produit, belle qualité !  Merci pour un repas de famille à 10 reussi	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r826811187-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Les 3 Brasseurs - Echirolles	5.0	NE	Positive	Positive	Plats délicieux et copieux, les serveurs sont très souriants et a l écoute, le seul petit bémol du jour c est la climatisation en panne  mais bon nous ne pouvons pas leur en tenir rigueur, bref si vous cherchez un bon resto c est la bas qu il faut vous rendre	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r602208010-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	4.0	Négative	Positive	Positive	Un restaurant de qualité au centre de Grenoble, des mets très fins, bien qu'un peu cher. Un service qualité et une belle carte de vin bien que réduite...	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or90-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	NE	La cuisine est généreuse, tout en étant soignée. Des produits de qualité sélectionnés par l'équipe d'épicuriens tenant le restaurant. Des belles découvertes gustatives. C'est l'adresse idéale pour les gros mangeurs, les portions sont très copieuses! Les doggy bag sont fréquents.  Restaurant avec une décoration sobre et élégante.  La salle est bien insonorisée, ce qui est très agréable, même lorsque c'est plein (ce qui est souvent le cas!).   Une adresse que je recommande !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r702076399-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	Négative	Négative	Négative	Repas sans plus.. mauvais rapport qualité/prix.  En plus un des serveurs n’a pas été aimable du tout !! Il s’adresse aux clients avec mépris !  N’y allez surtout pas	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r588284925-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Les 3 Brasseurs - Echirolles	2.0	Négative	Négative	NE	Aïe aïe aïe ! Que dire ? Apéros tiède, plats manquants de fraicheur (Poké Bowl > beurk !! - salade de fruits  piquante  renvoyée en cuisine...), et note très très salée... N y allez pas !	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r917476284-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	NE	Positive	Positive	Venu pour un dîner entre collègues, je n'ai pas été déçu, de la qualité des plats en passant par le personnel sympathique et le choix des vins. Un bon moment passé dans un cadre qui rappelle un resto renommé sur Grenoble (près du musée, si vous voyez ce que je veux dire!). La vue à 360° est à couper le souffle, donc je reviendrais en été pour en profiter.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r556448498-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	5.0	NE	Positive	Positive	Nous sommes venues 3 fois en 1 si autant dire que le resto et l accueil sont superbes! Très bonne carte, nous avons pris la tartiflette, un gratin de Crozet a la raclette et aux diots, le gratin de ravioles aux noix et enfin l incontournable raclette. Jamais déçues c était un régal pour nos papilles, je recommande vivement!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r837698815-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	5.0	Positive	NE	Positive	Un moment agréable dans un cadre sympathique. C'est très bon. Le serveur sait bien expliquer chacun des plats proposés y compris dans les petits détails non évidents. Une bonne attention au client. Pas d'attente mais un bon cadencement. Un repas de qualité au bon prix.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r973063083-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Les Jardins de Sainte-Cécile - Grenoble	5.0	NE	Positive	Positive	Accueil chaleureux, nous avons été très bien conseillé sur le vin. La présentation des plats est très raffines et la cuisine est excellente. Une adresse sur grenoble à découvrir.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r376401464-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	4.0	NE	Positive	Positive	Un bon restaurant ou l'accueil est très sympa. Les plats sont très copieux et régionaux : le fameux gratin dauphinois.  Très bonne expérience.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r811661110-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	5.0	NE	Positive	Positive	Un régal du début à la fin. Le plat de Saint Jacques était juste exquis. J'ai souvent été déçu par les restaurants étoilés car notre attente est souvent démesuré et au final nous sommes souvent déçu, mais pas aux terrasses de Lyon.Mention spécial au sommelier qui a su répondre à nos attentes et personnalisé notre repas.MERCI !	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r657371626-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	4.0	NE	Positive	Positive	Excellent bistrot sympa  cuisinne magnifique les ravioles aux morilles a tomber le tartare de boeuf tres bon aussi le service par une équipe souriante et vraiment  a son affaire rapide et professionnels  merci a tous	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r709712687-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	2.0	NE	Négative	NE	Pas bon du tout ! L’allure des frites ne donne pas envie ! L’entrecôte dure ! Le lapin sec ! Vraiment une un endroit à éviter !	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or45-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Jardins de Sainte-Cécile - Grenoble	1.0	NE	NE	Négative	Priez pour que le personnel comprenne la différence entre une truite entière et : un morceau, un filet, un pavé, une escalope, etc, de truite.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r527242439-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	4.0	NE	Positive	Négative	Cela fait plusieurs fois que je vais dans ce restaurant et c'est toujours un régal!  Les plats sont excellents. Vous pouvez vous assoir sur des tables traditionnelles japonaises ou classiques. 2 petits bémols : l'attente pour être servi malgré la réservation et le peu d'intimité avec des tables très proches les unes des autres.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r358045233-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	4.0	Négative	NE	Positive	Ce restaurant réserve un petit salon japonais en plein milieu du restaurant, vous mangerez sur des sièges à 5 cm du sol! Bonne humeur garantie!! Les tarifs sont en peu chers en prenant tout à la carte Le service est irréprochable	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r394960419-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	3.0	Négative	Positive	Négative	Première fois dans ce buffet célèbre, l'organisation est clairement un point faible : files d'attente non respectée à l'entrée, on se double, on se bouscule. A l'intérieur, pas mieux car on ne vous explique pas le concept et on vous place à une table où vous attendez, longtemps, avant de comprendre qu'il faut finalement aller se servir pour tout, même les assiettes. Ah non, vous voulez de l'eau plate ? Pas de pichet, on vous fera payer la bouteille. Le timing est également à revoir : il est midi, les plats sont à peine prêts et les bacs d'accompagnements sont vides. Il est treize heure, les entrées ont été dévorées et vous n'aurez aucune possibilité pour goûter les différents jambons ou foies gras. Heureusement, tout cela est vite estompé par un décor des plus splendides ainsi que par la qualité des plats servis : boeuf, canard, saumon, quenelle, sauces, accompagnements, tout est un régal. Les entrées et les desserts sont un peu inégaux mais restent tout à fait corrects tandis que le glacier est à oublier. Les petits plus, comme le canard à la presse et les crêpes flambées sont appréciables, et le plus grand buffet de fromages se laisse apprécier. Une aventure à vivre une fois, mais le prix (presque 60€), la foule et le manque d'organisation m'incitent à ne pas renouveler l'expérience de si tôt.	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r960034916-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Brasserie Chavant Grenoble	4.0	Neutre	Positive	Positive	Très bonne cuisine. Grand standing. Les prix sont un peu chers mais la qualité des produits frais justifie le prix. Belle déco. Service.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or120-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	3.0	Négative	Neutre	Positive	"""Certes le cadre et le service sont très bien, mais la proximité des différentes tables de 2 pour un restaurant de ce """"standing"""" est difficilement acceptable. Aucune intimité. Pour la partie plats, tataki de saumon plutôt bon, pluma assez gras servi avec des endives pas suffisamment cuites. Baba au rhum quelconques. Pour le prix, globalement assez déçu."""	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or75-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Négative	Les plats sont très médiocres. Un service interminable et en décalé. Nous étions 4 et n'avons jamais mangé ensemble ! Les prix sont excessivement chers : 17.80 € pour une galette et une demi crêpe et le bonus (3 gateaux de la mère poulard en sachet) !! incroyable !! Un pichet de 37.5 cl de sauvignon 19.60 € alors que le litre est à 3.00 € TTC chez un viticulteur, soit un coef de 20. Aberrant !!! N'y allez surtout pas !!!	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r577395680-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
La Belle Idée - Grenoble	5.0	Positive	Positive	NE	Nous avons mangé ma famille et moi dans ce restaurant après avoir vu les avis positifs sur celui-ci, nous n'avons pas été déçus ! C'est un petit restaurant convivial et chaleureux qui sert des plats régionaux très bien présentés et très bons. Bon rapport qualité prix.Je recommande !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r541118166-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	4.0	NE	Positive	NE	Ayant réservé  une table avec vue sur le lac, nous avons été déçus d'être placé à l'écart mais bon, en se levant on voyait quand même le coucher de soleil.  Le cadre est superbe, l'équipe vraiment sympa et dynamique, nous avons mangé une plancha de reblochon tartiflette... c'était copieux et très bon !  Un endroit à découvrir mais réserver avant d'y aller et insister pour avoir une bonne table pour la vue !	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r772083191-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Brasserie Chavant Grenoble	2.0	Négative	NE	Positive	Belle terrasse  Service correct Mais prix très élevés 10 € pour une mini tartelette  Et surtout 10% de service en plus  Du jamais vu	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or15-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	4.0	NE	Positive	Positive	Un cadre très agréable, l’équipe était très sympathique et professionnelle  Les plats étaient bons. Il faisait cependant chaud dans le restaurant.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r974405983-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	5.0	NE	Positive	Positive	Une adresse exceptionnelle!La vue, le service et la cuisine : tout y est.  Excellence et raffinement!Moment agréable et endroit à faire au moins une fois.Accueil des plus sympathiques. On oublie le temps qui passe, on se laisse aller pour un total enchantement.	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r490133105-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	4.0	Positive	Positive	NE	Une décoration intérieur raffinée et aérée... des menus adaptés à tous les goûts et les budgets mais tout le monde est logé à la même enseigne.Nous recommandons	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r471871472-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
